"Hostname","IP","Platform","Capabilities","Local Interface","Remote Interface","Version"
"ENCORE-HUB507.encore.ncl.com","10.70.0.123","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/1/24","TenGigabitEthernet5/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB507.encore.ncl.com","10.70.0.123","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/2/24","TenGigabitEthernet6/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB407.encore.ncl.com","10.70.0.118","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/2/19","TenGigabitEthernet6/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB407.encore.ncl.com","10.70.0.118","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/2/19","TenGigabitEthernet6/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB407.encore.ncl.com","10.70.0.118","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/1/19","TenGigabitEthernet5/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB407.encore.ncl.com","10.70.0.118","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/1/19","TenGigabitEthernet5/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"NCL_Encore_PRI_LAN.SW.mtnsat.com","10.151.213.3","cisco WS-C3650-48TD","Switch IGMP","GigabitEthernet1/7/18","GigabitEthernet1/0/44","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.7, RELEASE SOFTWARE (fc4)"
"NCL_Encore_PRI_LAN.SW.mtnsat.com","10.151.213.3","cisco WS-C3650-48TD","Switch IGMP","GigabitEthernet1/7/19","GigabitEthernet1/0/42","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.7, RELEASE SOFTWARE (fc4)"
"NCL_Encore_PRI_LAN.SW.mtnsat.com","10.151.213.3","cisco WS-C3650-48TD","Switch IGMP","GigabitEthernet1/7/20","GigabitEthernet1/0/38","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.7, RELEASE SOFTWARE (fc4)"
"NCL_Encore_PRI_LAN.SW.mtnsat.com","10.151.213.3","cisco WS-C3650-48TD","Switch IGMP","GigabitEthernet1/7/21","GigabitEthernet1/0/40","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.7, RELEASE SOFTWARE (fc4)"
"NCL_Encore_PRI_LAN.SW.mtnsat.com","10.151.213.3","cisco WS-C3650-48TD","Switch IGMP","GigabitEthernet1/7/23","GigabitEthernet1/0/46","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.7, RELEASE SOFTWARE (fc4)"
"NCL_Encore_PRI_LAN.SW.mtnsat.com","10.151.213.3","cisco WS-C3650-48TD","Switch IGMP","GigabitEthernet1/7/22","GigabitEthernet1/0/48","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.7, RELEASE SOFTWARE (fc4)"
